0.0654079914093,	0,	-0.0489558242261,	0.72248852253,	0.8771007061,	-2.2650001049,	-6.46875,	9.78750038147,	-0.68603515625,	-0.0380859375,	0.77734375,	0.016495488584,	-0.0101101379842,	-0.0239450652152
0.076700925827,	0,	-0.0488178990781,	0.722340583801,	0.877019226551,	-4.07700014114,	-11.6437501907,	17.6175003052,	-0.678466796875,	-0.031982421875,	0.7744140625,	0.0171365886927,	-0.00571219623089,	-0.0212909132242
0.0895450115204,	0,	-0.0486618950963,	0.722395658493,	0.87755459547,	-6.09285020828,	-16.2056255341,	23.6096248627,	-0.671630859375,	-0.0302734375,	0.750732421875,	0.0167236588895,	-0.00661313394085,	-0.0202585887164
0.101087093353,	0,	-0.048391815275,	0.722236514091,	0.878776073456,	-7.70553016663,	-19.8551254272,	28.4033241272,	-0.681640625,	-0.02490234375,	0.7763671875,	0.0147628067061,	-0.00956952385604,	-0.0234054625034
0.112972974777,	0,	-0.0480390153825,	0.72205889225,	0.880186200142,	-8.85411167145,	-22.6340999603,	32.3742218018,	-0.677978515625,	-0.02197265625,	0.77880859375,	0.0149263674393,	-0.0046653188765,	-0.022841475904
0.12491106987,	0,	-0.0476819388568,	0.722026586533,	0.881475150585,	-9.77297687531,	-24.8572807312,	35.5509414673,	-0.687744140625,	-0.0224609375,	0.78076171875,	0.0166438575834,	-0.00247573922388,	-0.0217717885971
0.137122869492,	0,	-0.0473775975406,	0.721862673759,	0.882554829121,	-10.2249441147,	-26.3545742035,	38.2282524109,	-0.666748046875,	-0.02392578125,	0.766845703125,	0.0167620927095,	-0.0024160828907,	-0.0222857482731
0.148935079575,	0,	-0.0471801534295,	0.721710503101,	0.88326382637,	-10.5865182877,	-27.5524101257,	40.3701019287,	-0.67333984375,	-0.026611328125,	0.77001953125,	0.0163581855595,	-0.0059928977862,	-0.0248644854873
0.161037921906,	0,	-0.0471095964313,	0.721442043781,	0.883992612362,	-10.8757772446,	-28.9325523376,	41.94764328,	-0.677490234375,	-0.031494140625,	0.783935546875,	0.0154447220266,	-0.00584849063307,	-0.0253039225936
0.173029899597,	0,	-0.0471419245005,	0.721355438232,	0.884498953819,	-11.1071844101,	-30.0366668701,	43.2096786499,	-0.680908203125,	-0.035888671875,	0.777587890625,	0.0166304316372,	-0.00155323871877,	-0.0241748988628
0.18489408493,	0,	-0.0473446808755,	0.721318244934,	0.884873449802,	-11.7169971466,	-30.7793331146,	44.3552436829,	-0.671630859375,	-0.041015625,	0.762939453125,	0.0141525380313,	-0.00151581130922,	-0.0230730809271
0.197062969208,	0,	-0.0475782379508,	0.721197068691,	0.885316550732,	-12.2048473358,	-31.3734664917,	45.2716941833,	-0.677001953125,	-0.04345703125,	0.772216796875,	0.0138115119189,	-0.00511431973428,	-0.0214785225689
0.209292888641,	0,	-0.0477096140385,	0.721128880978,	0.885838210583,	-12.3120031357,	-31.7081489563,	45.7329788208,	-0.68408203125,	-0.0400390625,	0.77587890625,	0.012440122664,	-0.00602966407314,	-0.0194030962884
0.220932006836,	0,	-0.0478291846812,	0.721150577068,	0.88630926609,	-12.3977279663,	-31.975894928,	46.1020088196,	-0.68359375,	-0.0400390625,	0.77099609375,	0.0126596521586,	-0.00328791816719,	-0.0178969688714
0.232930898666,	0,	-0.047846712172,	0.721278011799,	0.886909604073,	-12.4663076401,	-32.7525901794,	46.6691055298,	-0.681396484375,	-0.03515625,	0.76123046875,	0.0113160181791,	-0.00268940068781,	-0.0174657180905
0.244875907898,	0,	-0.0477499775589,	0.721312463284,	0.887794911861,	-12.5211715698,	-33.3739471436,	47.1227836609,	-0.68115234375,	-0.03125,	0.76611328125,	0.00948547199368,	-0.00522104837,	-0.0149676948786
0.257030010223,	0,	-0.0475996881723,	0.721348881721,	0.888712465763,	-12.7066249847,	-33.4491577148,	47.3497886658,	-0.688720703125,	-0.029541015625,	0.774169921875,	0.0108147766441,	-0.00561453076079,	-0.0161648988724
0.269692897797,	3,	-0.0473943464458,	0.721319317818,	0.889758825302,	-12.8549880981,	-33.5093269348,	47.5313949585,	-0.67919921875,	-0.027099609375,	0.769775390625,	0.011073471047,	-0.00444065965712,	-0.0168139655143
0.28133392334,	3,	-0.0471594035625,	0.721274077892,	0.890745818615,	-12.6905527115,	-33.5574607849,	47.8126144409,	-0.677734375,	-0.026123046875,	0.77099609375,	0.0108066406101,	-0.00277578434907,	-0.0158895179629
0.292705059052,	3,	-0.046967137605,	0.72113609314,	0.891626596451,	-12.5590047836,	-33.5959701538,	48.0375900269,	-0.677001953125,	-0.027587890625,	0.77587890625,	0.0115848220885,	-0.00426676962525,	-0.0175838023424
0.30522108078,	3,	-0.0468328557909,	0.720978617668,	0.892446875572,	-12.5953292847,	-33.6267776489,	48.0816345215,	-0.678955078125,	-0.029052734375,	0.779296875,	0.0113056693226,	-0.0046832463704,	-0.0192372575402
0.316773891449,	3,	-0.0468020774424,	0.720898628235,	0.893125295639,	-12.6243886948,	-33.6514205933,	48.1168708801,	-0.6787109375,	-0.032958984375,	0.7763671875,	0.0105139520019,	-0.000935363117605,	-0.0177351292223
0.329182863235,	3,	-0.0468597002327,	0.720933139324,	0.893546640873,	-12.6476364136,	-33.6711349487,	48.28099823,	-0.675048828125,	-0.0361328125,	0.76318359375,	0.0107798948884,	-0.000912824179977,	-0.0167884863913
0.340803861618,	3,	-0.0469759814441,	0.72099930048,	0.893826961517,	-12.6662340164,	-33.6869087219,	48.4123001099,	-0.677978515625,	-0.03759765625,	0.762939453125,	0.01000084728,	-0.00192940956913,	-0.017941813916
0.352873086929,	3,	-0.0471662953496,	0.721026360989,	0.893972992897,	-12.5395498276,	-33.6995277405,	48.5173416138,	-0.6845703125,	-0.0419921875,	0.772216796875,	0.010279154405,	-0.00292149884626,	-0.0159516111016
0.364603042603,	3,	-0.0472971051931,	0.721084952354,	0.894113838673,	-12.438202858,	-33.7096214294,	48.6013717651,	-0.68505859375,	-0.039794921875,	0.77099609375,	0.0100314635783,	-0.00233181077056,	-0.0155672347173
0.376971006393,	3,	-0.0473294518888,	0.721164345741,	0.894284665585,	-12.3571252823,	-33.2958221436,	48.3967208862,	-0.680419921875,	-0.03662109375,	0.764892578125,	0.0092704501003,	-0.00175633188337,	-0.0125956675038
0.388585090637,	3,	-0.0473314039409,	0.721168279648,	0.894476473331,	-12.292263031,	-32.9647827148,	48.233001709,	-0.68212890625,	-0.035400390625,	0.771240234375,	0.00852777436376,	-0.00327188242227,	-0.0128114484251
0.401088953018,	3,	-0.047327760607,	0.721040725708,	0.894825398922,	-12.3819351196,	-32.9812011719,	48.2379646301,	-0.676025390625,	-0.03564453125,	0.774169921875,	0.00832228548825,	-0.00371233234182,	-0.0119834477082
